"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.126796870E-1,1.706108153E-1,-1.745277196E-1,9.867691994E0,9.870709866E0
3.176421870E-1,1.162049696E-1,-1.876000613E-1,9.887257576E0,9.889719903E0
3.226046870E-1,1.307904571E-1,-2.603071928E-1,9.825344086E0,9.829661865E0
3.275687500E-1,1.173446104E-1,-1.720377505E-1,9.809628487E0,9.811838655E0
3.325312500E-1,1.043967754E-1,-1.789043248E-1,9.860059738E0,9.862235217E0
3.374953120E-1,1.314416826E-1,-2.118198127E-1,9.854936600E0,9.858089061E0
3.424578120E-1,1.253412515E-1,-2.011608332E-1,9.861037254E0,9.863885231E0
3.474203120E-1,1.237036139E-1,-2.179298103E-1,9.826560974E0,9.829755672E0
3.523843750E-1,1.228417009E-1,-1.581801176E-1,9.846930504E0,9.848967021E0
3.573468750E-1,1.277545989E-1,-1.939016134E-1,9.767394066E0,9.770153833E0
3.623109370E-1,1.069537848E-1,-2.044360936E-1,9.792974472E0,9.795692024E0
3.672734370E-1,1.061014384E-1,-1.643954664E-1,9.849611282E0,9.851554486E0
3.722359370E-1,1.110047698E-1,-1.997051537E-1,9.841796875E0,9.844448686E0
3.772000000E-1,9.444647282E-2,-1.638208628E-1,9.824481964E0,9.826301607E0
3.821625000E-1,1.115410700E-1,-2.022717446E-1,9.844286919E0,9.846996507E0
3.871265620E-1,9.828676283E-2,-1.724495590E-1,9.835303307E0,9.837306047E0
3.920890620E-1,1.276875734E-1,-1.764622331E-1,9.814656258E0,9.817072909E0
3.970531250E-1,1.346211731E-1,-2.328313291E-1,9.790312767E0,9.794006196E0
4.020156250E-1,1.207443774E-1,-1.593676507E-1,9.817692757E0,9.819728526E0
4.069796870E-1,1.102673560E-1,-1.972343326E-1,9.790072441E0,9.792679851E0
4.119421870E-1,1.205241159E-1,-2.209752351E-1,9.845484734E0,9.848701729E0
4.169046870E-1,1.061876342E-1,-2.025590390E-1,9.823754311E0,9.826416169E0
4.218687500E-1,1.109377295E-1,-1.573565006E-1,9.787496567E0,9.789390037E0
4.268312500E-1,1.327537000E-1,-1.839225739E-1,9.858106613E0,9.860715849E0
4.317953120E-1,1.413249373E-1,-1.930588484E-1,9.820335388E0,9.823249543E0
4.367578120E-1,1.198058575E-1,-1.626046002E-1,9.832641602E0,9.834715785E0
4.417203120E-1,1.428668052E-1,-1.947252154E-1,9.831587791E0,9.834553744E0
4.466843750E-1,1.695956737E-1,-1.910572946E-1,9.838780403E0,9.842096596E0
4.516468750E-1,1.424933076E-1,-1.726602465E-1,9.811964989E0,9.814518472E0
4.566109370E-1,1.868818104E-1,-1.550580710E-1,9.837008476E0,9.840005263E0
4.615734370E-1,1.354543567E-1,-1.538418233E-1,9.800587654E0,9.802730923E0
4.665359370E-1,1.307329834E-1,-1.484117806E-1,9.816092491E0,9.818084791E0
4.715000000E-1,1.705150455E-1,-1.929822415E-1,9.810432434E0,9.813811801E0
4.764625000E-1,1.247857884E-1,-2.582673430E-1,9.808449745E0,9.812642861E0
4.814265620E-1,1.390073597E-1,-2.076251656E-1,9.805749893E0,9.808932777E0
4.863890620E-1,1.322269738E-1,-2.511517704E-1,9.775975227E0,9.780094725E0
4.913531250E-1,1.289900094E-1,-2.131414115E-1,9.828810692E0,9.831967621E0
4.963156250E-1,1.251209825E-1,-1.555177569E-1,9.787832260E0,9.789867281E0
5.012781250E-1,1.153717861E-1,-2.150855064E-1,9.808987617E0,9.812023772E0
5.062421870E-1,1.186853647E-1,-2.092436552E-1,9.803193092E0,9.806144193E0
5.112046870E-1,1.246134117E-1,-2.010267526E-1,9.831061363E0,9.833906029E0
5.161687500E-1,1.370057911E-1,-1.712907702E-1,9.824318886E0,9.826767153E0
5.211312500E-1,9.765470028E-2,-2.432221621E-1,9.840168953E0,9.843658796E0
5.260953120E-1,1.260595024E-1,-2.044265121E-1,9.885237694E0,9.888154806E0
5.310578120E-1,1.528841406E-1,-1.920341402E-1,9.788664818E0,9.791741908E0
5.360203120E-1,1.299572736E-1,-1.803983152E-1,9.835954666E0,9.838467190E0
5.409843750E-1,1.456153393E-1,-1.894196570E-1,9.814148903E0,9.817056704E0
5.459468750E-1,1.440926343E-1,-2.015438974E-1,9.767328262E0,9.770470000E0
5.509109370E-1,1.389020085E-1,-1.836352646E-1,9.803642273E0,9.806345777E0
5.558734370E-1,1.599230915E-1,-2.208890468E-1,9.758488655E0,9.762298305E0
5.608359370E-1,1.414877474E-1,-1.643763185E-1,9.810509682E0,9.812906734E0
5.658000000E-1,1.196717769E-1,-1.912201047E-1,9.819013596E0,9.821604474E0
5.707625000E-1,1.111005321E-1,-2.383858860E-1,9.810289383E0,9.813814189E0
5.757265620E-1,9.862195700E-2,-2.400426567E-1,9.834050179E0,9.837473745E0
5.806890620E-1,1.274289936E-1,-2.175084352E-1,9.834748268E0,9.837978530E0
5.856531250E-1,1.412004381E-1,-2.328600585E-1,9.849075317E0,9.852839488E0
5.906156250E-1,1.135234684E-1,-2.230821401E-1,9.801842690E0,9.805038161E0
5.955781250E-1,1.179958358E-1,-2.264148742E-1,9.779002190E0,9.782334616E0
6.005421870E-1,1.570117474E-1,-1.558433771E-1,9.805223465E0,9.807718748E0
6.055046870E-1,1.140023097E-1,-1.914691031E-1,9.820996284E0,9.823524060E0
6.104687500E-1,1.388732791E-1,-2.296997011E-1,9.836377144E0,9.840038773E0
6.154312500E-1,1.302062720E-1,-1.915457100E-1,9.896681786E0,9.899391587E0
6.203953120E-1,1.284249723E-1,-2.126434147E-1,9.771292686E0,9.774449906E0
6.253578120E-1,1.383082420E-1,-2.026548088E-1,9.813315392E0,9.816382079E0
6.303203120E-1,7.540777326E-2,-2.125189155E-1,9.814713478E0,9.817303666E0
6.352843750E-1,1.581801176E-1,-1.751214862E-1,9.811506271E0,9.814343778E0
6.402468750E-1,1.300817728E-1,-1.913828999E-1,9.799122810E0,9.801854750E0
6.452109370E-1,1.348893344E-1,-1.936430335E-1,9.774740219E0,9.777588614E0
6.501734370E-1,1.524148881E-1,-2.110153586E-1,9.797905922E0,9.801363080E0
6.551375000E-1,1.090798229E-1,-2.187821567E-1,9.835169792E0,9.838207605E0
6.601000000E-1,1.235695407E-1,-2.233790159E-1,9.850875854E0,9.854183006E0
6.650625000E-1,9.533711523E-2,-1.475785971E-1,9.836568832E0,9.838137781E0
6.700265620E-1,9.812396020E-2,-1.914978325E-1,9.832795143E0,9.835149214E0
6.749890620E-1,1.002021357E-1,-1.574331224E-1,9.793233871E0,9.795011757E0
6.799531250E-1,9.008902311E-2,-1.817294955E-1,9.785676956E0,9.787778866E0
6.849156250E-1,9.793242812E-2,-2.223734558E-1,9.821283340E0,9.824288634E0
6.898796870E-1,1.322078258E-1,-1.632366776E-1,9.848893166E0,9.851133017E0
6.948421870E-1,1.077486500E-1,-1.751119047E-1,9.795608521E0,9.797766084E0
6.998046870E-1,1.415930986E-1,-1.658990234E-1,9.817826271E0,9.820248662E0
7.047687500E-1,9.622775018E-2,-1.879161000E-1,9.855836868E0,9.858097819E0
7.097312500E-1,1.186662167E-1,-1.602199674E-1,9.819972038E0,9.821995874E0
7.146953120E-1,1.352436692E-1,-1.986995786E-1,9.826540947E0,9.829480116E0
7.196578120E-1,1.096448600E-1,-1.454812735E-1,9.759839058E0,9.761539081E0
7.246218750E-1,1.358757317E-1,-1.888833642E-1,9.771215439E0,9.773985384E0
7.295843750E-1,9.428366274E-2,-2.295752168E-1,9.870738029E0,9.873857576E0
7.345468750E-1,1.222958192E-1,-2.362598330E-1,9.787160873E0,9.790775911E0
7.395109370E-1,1.536790133E-1,-2.034496814E-1,9.764895439E0,9.768223582E0
7.444734370E-1,1.739531308E-1,-2.097799480E-1,9.777929306E0,9.781726271E0
7.494375000E-1,1.369770616E-1,-2.112452090E-1,9.808173180E0,9.811403996E0
7.544000000E-1,1.274194121E-1,-2.016013712E-1,9.797455788E0,9.800358092E0
7.593640620E-1,8.810661733E-2,-1.687241793E-1,9.784537315E0,9.786388563E0
7.643265620E-1,1.122210249E-1,-2.324674129E-1,9.794554710E0,9.797955737E0
7.692890620E-1,1.529990733E-1,-2.276311219E-1,9.844143867E0,9.847963908E0
7.742531250E-1,1.553645283E-1,-2.165124565E-1,9.854534149E0,9.858136694E0
7.792156250E-1,1.216637567E-1,-1.932695359E-1,9.863470078E0,9.866113579E0
7.841796870E-1,1.223149821E-1,-1.560636461E-1,9.807684898E0,9.809689082E0
7.891421870E-1,9.630436450E-2,-2.167901695E-1,9.816965103E0,9.819830770E0
7.941062500E-1,8.248503506E-2,-1.803121120E-1,9.865001678E0,9.866994190E0
7.990687500E-1,1.187045202E-1,-2.149801701E-1,9.802245140E0,9.805320853E0
8.040312500E-1,1.033528969E-1,-1.753417552E-1,9.819051743E0,9.821161015E0
8.089953120E-1,1.492449641E-1,-1.763473153E-1,9.863373756E0,9.866078973E0
8.139578120E-1,1.051533371E-1,-2.053075880E-1,9.799257278E0,9.801971824E0
8.189218750E-1,9.899545461E-2,-1.955871284E-1,9.825621605E0,9.828066664E0
8.238843750E-1,1.143949553E-1,-2.009980232E-1,9.805166245E0,9.807893326E0
8.288484370E-1,1.513135582E-1,-2.286749929E-1,9.787046432E0,9.790886881E0
8.338109370E-1,1.354256272E-1,-2.114558816E-1,9.771359444E0,9.774585366E0
8.387734370E-1,9.462842345E-2,-1.801971942E-1,9.828140259E0,9.830247531E0
8.437375000E-1,1.496376097E-1,-1.598369032E-1,9.824462891E0,9.826902378E0
8.487000000E-1,1.494652182E-1,-2.032485604E-1,9.793319702E0,9.796568819E0
8.536640620E-1,1.219797879E-1,-1.589462608E-1,9.845091820E0,9.847130339E0
8.586265620E-1,9.868899733E-2,-1.656883359E-1,9.798557281E0,9.800454935E0
8.635906250E-1,1.231385767E-1,-1.880693287E-1,9.826158524E0,9.828729547E0
8.685531250E-1,1.190397143E-1,-2.259551883E-1,9.872738838E0,9.876041635E0
8.735156250E-1,1.413345188E-1,-2.050777376E-1,9.821733475E0,9.824890878E0
8.784796870E-1,1.155441776E-1,-1.702756137E-1,9.857043266E0,9.859190950E0
8.834421870E-1,1.419187039E-1,-1.866519600E-1,9.819033623E0,9.821832882E0
8.884062500E-1,1.108419672E-1,-1.463336051E-1,9.772040367E0,9.773764495E0
8.933687500E-1,1.179479510E-1,-2.094639093E-1,9.804245949E0,9.807192538E0
8.983328120E-1,1.357991248E-1,-2.008543760E-1,9.745272636E0,9.748288190E0
9.032953120E-1,1.240771115E-1,-2.011704147E-1,9.825008392E0,9.827850964E0
9.082578120E-1,1.289325505E-1,-2.157941908E-1,9.839632988E0,9.842843495E0
9.132218750E-1,7.630799711E-2,-1.768357456E-1,9.815546989E0,9.817436350E0
9.181843750E-1,1.022515669E-1,-2.134382874E-1,9.800243378E0,9.803100609E0
9.231484370E-1,1.246229857E-1,-1.871691197E-1,9.841854095E0,9.844422543E0
9.281109370E-1,1.561306715E-1,-1.353106946E-1,9.809580803E0,9.811756280E0
9.330734370E-1,1.083136797E-1,-1.797758192E-1,9.821858406E0,9.824100658E0
9.380375000E-1,1.496567577E-1,-1.983931214E-1,9.871820450E0,9.874947897E0
9.430000000E-1,1.622023731E-1,-2.222010642E-1,9.769338608E0,9.773211333E0
9.479640620E-1,8.448658884E-2,-1.761174798E-1,9.793586731E0,9.795534514E0
9.529265620E-1,1.490246952E-1,-1.821221262E-1,9.819396019E0,9.822215382E0
9.578906250E-1,1.308287531E-1,-1.817199141E-1,9.807875633E0,9.810431322E0
9.628531250E-1,7.694964856E-2,-1.735221595E-1,9.835927010E0,9.837758450E0
9.678156250E-1,1.357320845E-1,-1.586302370E-1,9.833283424E0,9.835499461E0
9.727796870E-1,1.389977783E-1,-1.340752989E-1,9.809839249E0,9.811740042E0
9.777421870E-1,1.301009208E-1,-1.786170155E-1,9.777048111E0,9.779544982E0
9.827062500E-1,1.476264745E-1,-1.844301522E-1,9.787611008E0,9.790461547E0
9.876687500E-1,1.616469324E-1,-1.990443617E-1,9.790034294E0,9.793391643E0
9.926328120E-1,9.128612280E-2,-1.919575185E-1,9.788157463E0,9.790465125E0
9.975953120E-1,7.151001692E-2,-1.953285486E-1,9.800233841E0,9.802441036E0
1.002557812E0,1.229662001E-1,-2.245761305E-1,9.816351891E0,9.819690401E0
1.007521875E0,1.149216816E-1,-2.167614400E-1,9.827220917E0,9.830282980E0
1.012484375E0,1.084190309E-1,-2.653158605E-1,9.818794250E0,9.822976521E0
1.017448437E0,9.434112906E-2,-2.042828649E-1,9.787095070E0,9.789681386E0
1.022410937E0,1.392563432E-1,-2.240110934E-1,9.756447792E0,9.760012644E0
1.027373437E0,1.384040117E-1,-2.193280309E-1,9.801460266E0,9.804890810E0
1.032337500E0,1.220659763E-1,-1.995806545E-1,9.794161797E0,9.796955539E0
1.037300000E0,1.474923939E-1,-2.340188473E-1,9.804074287E0,9.807975910E0
1.042264062E0,1.681304127E-1,-2.306861281E-1,9.787889481E0,9.792051083E0
1.047226562E0,1.372452229E-1,-2.460185885E-1,9.734584808E0,9.738660215E0
1.052190625E0,1.187140942E-1,-1.958744377E-1,9.790810585E0,9.793489253E0
1.057153125E0,1.160900518E-1,-1.816528738E-1,9.785437584E0,9.787811981E0
1.062115625E0,1.266245395E-1,-1.990635097E-1,9.844833374E0,9.847659835E0
1.067079687E0,1.460750252E-1,-2.195578814E-1,9.790265083E0,9.793816109E0
1.072042187E0,1.182352602E-1,-2.121549994E-1,9.802848816E0,9.805857139E0
1.077006250E0,1.270842254E-1,-1.775348485E-1,9.820699692E0,9.823126359E0
1.081968750E0,1.096065491E-1,-1.895154268E-1,9.817471504E0,9.819912241E0
1.086932812E0,1.486511976E-1,-1.908370405E-1,9.856095314E0,9.859063383E0
1.091895312E0,1.714727283E-1,-2.068111449E-1,9.783646584E0,9.787334378E0
1.096859375E0,1.176606417E-1,-1.859241277E-1,9.797360420E0,9.799830764E0
1.101821875E0,1.806473136E-1,-1.766346246E-1,9.801593781E0,9.804849508E0
1.106784375E0,1.317864358E-1,-1.880884916E-1,9.783435822E0,9.786131075E0
1.111748437E0,1.250730902E-1,-2.046946734E-1,9.786902428E0,9.789841792E0
1.116710937E0,1.260307729E-1,-1.918138564E-1,9.786337852E0,9.789028801E0
1.121675000E0,1.274194121E-1,-2.124231607E-1,9.801651001E0,9.804780551E0
1.126637500E0,1.688295305E-1,-2.304275483E-1,9.815269470E0,9.819425392E0
1.131601562E0,9.845915437E-2,-2.037178278E-1,9.794084549E0,9.796697776E0
1.136564062E0,1.105546579E-1,-2.286941558E-1,9.821129799E0,9.824414175E0
1.141526562E0,1.436616778E-1,-2.050681561E-1,9.791653633E0,9.794854389E0
1.146490625E0,1.031134799E-1,-2.042637169E-1,9.765661240E0,9.768341492E0
1.151453125E0,1.048277318E-1,-1.454046667E-1,9.843175888E0,9.844807918E0
1.156417187E0,1.311160624E-1,-2.250549644E-1,9.791547775E0,9.795011434E0
1.161379687E0,1.404630244E-1,-2.525020838E-1,9.835849762E0,9.840092871E0
1.166342187E0,1.395915449E-1,-1.802259237E-1,9.884336472E0,9.886964886E0
1.171306250E0,1.317768544E-1,-1.555656493E-1,9.795742035E0,9.797863432E0
1.176268750E0,1.144619957E-1,-2.086881995E-1,9.847466469E0,9.850342541E0
1.181232812E0,1.236365736E-1,-2.184565365E-1,9.815834045E0,9.819043093E0
1.186195312E0,1.292677373E-1,-1.747575700E-1,9.789392471E0,9.791805519E0
1.191159375E0,1.227746680E-1,-2.107855231E-1,9.769539833E0,9.772584751E0
1.196121875E0,1.426752657E-1,-2.253326923E-1,9.818927765E0,9.822549237E0
1.201084375E0,1.187428311E-1,-1.694328636E-1,9.795493126E0,9.797677936E0
1.206048437E0,1.330697387E-1,-1.702947915E-1,9.809417725E0,9.811798203E0
1.211010937E0,1.070878506E-1,-1.866232306E-1,9.851728439E0,9.854077800E0
1.215975000E0,1.166072041E-1,-1.973396689E-1,9.780677795E0,9.783363344E0
1.220937500E0,7.947792113E-2,-1.890270114E-1,9.808173180E0,9.810316461E0
1.225900000E0,1.104110032E-1,-2.273438126E-1,9.810203552E0,9.813458592E0
1.230864062E0,1.501547545E-1,-2.209943980E-1,9.851115227E0,9.854737753E0
1.235826562E0,1.193270087E-1,-1.728039086E-1,9.815135002E0,9.817381282E0
1.240790625E0,1.283675283E-1,-1.655734032E-1,9.843042374E0,9.845271756E0
1.245753125E0,1.298519224E-1,-1.541865915E-1,9.883006096E0,9.885061685E0
1.250717187E0,1.414494365E-1,-2.118676901E-1,9.830764771E0,9.834064868E0
1.255679687E0,1.345828772E-1,-2.457312942E-1,9.811802864E0,9.815802151E0
1.260643750E0,1.335294247E-1,-1.961042732E-1,9.771273613E0,9.774153417E0
1.265606250E0,1.109760329E-1,-2.091095746E-1,9.821828842E0,9.824681384E0
1.270568750E0,1.412195861E-1,-2.160144448E-1,9.814484596E0,9.817877220E0
1.275532812E0,1.538705528E-1,-1.766633540E-1,9.809552193E0,9.812349378E0
1.280495312E0,1.461803764E-1,-2.114271671E-1,9.815499306E0,9.818864332E0
1.285459375E0,1.415164769E-1,-2.099523246E-1,9.785399437E0,9.788674529E0
1.290421875E0,1.153909490E-1,-1.983548254E-1,9.891596794E0,9.894258277E0
1.295384375E0,1.101715863E-1,-1.776114702E-1,9.828341484E0,9.830563562E0
1.300348437E0,1.312213987E-1,-2.022046894E-1,9.769070625E0,9.772044140E0
1.305310937E0,1.276396811E-1,-2.362406701E-1,9.823543549E0,9.827212697E0
1.310275000E0,1.112920716E-1,-1.907125264E-1,9.791911125E0,9.794400476E0
1.315237500E0,1.494652182E-1,-1.559295654E-1,9.829194069E0,9.831567013E0
1.320201562E0,8.374917507E-2,-1.892855763E-1,9.836385727E0,9.838563265E0
1.325164062E0,1.262223125E-1,-2.165124565E-1,9.886052132E0,9.889228305E0
1.330126562E0,1.570117474E-1,-1.996381134E-1,9.875144005E0,9.878409648E0
1.335090625E0,1.225065142E-1,-1.553741097E-1,9.843233109E0,9.845221531E0
1.340053125E0,1.683889925E-1,-2.449555695E-1,9.863737106E0,9.868215025E0
1.345017187E0,1.540429443E-1,-2.094639093E-1,9.830841064E0,9.834278845E0
1.349979687E0,1.269309968E-1,-1.668758541E-1,9.796872139E0,9.799115406E0
1.354943750E0,1.182161048E-1,-1.935281008E-1,9.869953156E0,9.872558101E0
1.359906250E0,1.143566519E-1,-2.132275999E-1,9.813267708E0,9.816250127E0
1.364868750E0,1.194802374E-1,-2.106993198E-1,9.808383942E0,9.811374281E0
1.369832812E0,9.000282735E-2,-2.169050872E-1,9.841912270E0,9.844713579E0
1.374795312E0,1.468603313E-1,-1.993412375E-1,9.788282394E0,9.791413438E0
1.379759375E0,1.643667370E-1,-2.108334005E-1,9.778896332E0,9.782549801E0
1.384721875E0,1.125466302E-1,-1.870446205E-1,9.786184311E0,9.788618687E0
1.389685937E0,1.357512325E-1,-1.736370921E-1,9.816648483E0,9.819122450E0
1.394648437E0,9.863153100E-2,-2.456546724E-1,9.820631981E0,9.824199046E0
1.399610937E0,9.344090521E-2,-2.492747009E-1,9.817539215E0,9.821147862E0
1.404575000E0,1.527021825E-1,-1.933461428E-1,9.853920937E0,9.857000482E0
1.409537500E0,1.279748678E-1,-1.475019902E-1,9.840571404E0,9.842508824E0
1.414501562E0,1.237898022E-1,-2.021855414E-1,9.831818581E0,9.834676381E0
1.419464062E0,1.270363331E-1,-1.767591238E-1,9.876848221E0,9.879246570E0
1.424426562E0,1.160134375E-1,-1.879927218E-1,9.831281662E0,9.833763242E0
1.429390625E0,1.203038469E-1,-1.707832068E-1,9.815642357E0,9.817865083E0
1.434353125E0,8.299260587E-2,-1.671344340E-1,9.838407516E0,9.840177039E0
1.439317187E0,1.289325505E-1,-1.657170653E-1,9.829241753E0,9.831484078E0
1.444279687E0,1.294113994E-1,-1.838076413E-1,9.853346825E0,9.855910724E0
1.449243750E0,1.205432639E-1,-2.080178261E-1,9.813410759E0,9.816355373E0
1.454206250E0,1.529128700E-1,-2.126051188E-1,9.799774170E0,9.803272773E0
1.459168750E0,1.171818078E-1,-1.750544608E-1,9.831587791E0,9.833844322E0
1.464132812E0,1.852633208E-1,-1.871882677E-1,9.828150749E0,9.831678854E0
1.469095312E0,1.133319288E-1,-2.308872342E-1,9.873304367E0,9.876653895E0
1.474059375E0,9.264602512E-2,-1.736274958E-1,9.857407570E0,9.859371876E0
1.479021875E0,1.618001610E-1,-1.670578122E-1,9.820880890E0,9.823634208E0
1.483984375E0,1.166550815E-1,-1.785212606E-1,9.838588715E0,9.840899661E0
1.488948437E0,1.495514214E-1,-2.206113338E-1,9.822729111E0,9.826344293E0
1.493910937E0,1.367855370E-1,-2.028367668E-1,9.781912804E0,9.784971698E0
1.498875000E0,1.679388881E-1,-1.550197750E-1,9.811448097E0,9.814109657E0
1.503837500E0,1.458930820E-1,-1.857421696E-1,9.807664871E0,9.810508405E0
1.508801562E0,1.247570664E-1,-2.277652025E-1,9.761734962E0,9.765188723E0
1.513764062E0,1.262797713E-1,-1.590516120E-1,9.805855751E0,9.807958554E0
1.518726562E0,8.897811174E-2,-2.059779614E-1,9.828992844E0,9.831553506E0
1.523690625E0,1.561594158E-1,-2.290580571E-1,9.787678719E0,9.791603957E0
1.528653125E0,1.337879896E-1,-2.345264256E-1,9.838848114E0,9.842552214E0
1.533615625E0,1.150174513E-1,-2.536608875E-1,9.760920525E0,9.764893361E0
1.538579687E0,1.104588956E-1,-1.538418233E-1,9.787371635E0,9.789203849E0
1.543543750E0,1.224969327E-1,-1.972726434E-1,9.813584328E0,9.816331257E0
1.548506250E0,1.301583797E-1,-2.081997842E-1,9.789010048E0,9.792088953E0
1.553468750E0,1.029698253E-1,-1.997243017E-1,9.810203552E0,9.812776687E0
1.558432812E0,1.368046850E-1,-1.999158412E-1,9.840503693E0,9.843484891E0
1.563395312E0,9.569144994E-2,-1.870254725E-1,9.865862846E0,9.868099365E0
1.568357812E0,1.233396903E-1,-1.800343990E-1,9.824941635E0,9.827365018E0
